artist,song_name,golden_label,golden_dist,base1_dist,base2_dist,ours_dist
장원기,사랑했는데 (feat. Seha),그리움,"[0.381, 0.2381, 0.0, 0.0952, 0.0952, 0.1905]",[0.3067 0.0948 0.0435 0.0137 0.3432 0.1981],[0.4046 0.0325 0.0232 0.0128 0.238  0.2888],"[0.4286, 0.0952, 0.0476, 0.0476, 0.1429, 0.2381]"
드림걸스,바보같아서,그리움,"[0.1875, 0.4375, 0.0, 0.25, 0.0, 0.125]",[0.4069 0.1972 0.0824 0.1548 0.064  0.0946],[0.225  0.171  0.2133 0.0733 0.2276 0.0898],"[0.0938, 0.4062, 0.0, 0.25, 0.0938, 0.1562]"
미오(Mio),이 노래가,그리움,"[0.6, 0.1333, 0.0, 0.0667, 0.0667, 0.1333]",[0.3336 0.2548 0.0421 0.0207 0.143  0.2057],[0.3911 0.2009 0.0658 0.0134 0.1525 0.1763],"[0.0667, 0.6, 0.0, 0.1333, 0.1333, 0.0667]"
수호 (배수호),부재중 전화 (feat. 김범수),그리움,"[0.5417, 0.125, 0.0833, 0.125, 0.0, 0.125]",[0.0632 0.2504 0.2781 0.312  0.0701 0.026 ],[0.1063 0.1307 0.1873 0.3207 0.2083 0.0468],"[0.375, 0.0, 0.0833, 0.0833, 0.1667, 0.2917]"
매직플로우(Mazik Flow),너 없인 못살아 (feat. 장혜진),그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.0788 0.1636 0.1357 0.4145 0.141  0.0665],[0.178  0.0716 0.0962 0.0795 0.4476 0.1271],"[0.0, 0.0, 0.0, 0.1765, 0.5294, 0.2941]"
2BIC(투빅),Close to you (with 케이시),그리움,"[0.0, 0.9091, 0.0909, 0.0, 0.0, 0.0]",[0.032  0.7402 0.1391 0.0184 0.0414 0.0289],[0.0212 0.7999 0.1423 0.0109 0.0148 0.011 ],"[0.3636, 0.5, 0.0909, 0.0, 0.0, 0.0455]"
봉구 (길구봉구),보고싶어,그리움,"[0.7407, 0.0, 0.0, 0.0, 0.0741, 0.1852]",[0.5752 0.037  0.0159 0.017  0.1202 0.2346],[0.5011 0.0438 0.0221 0.0127 0.1528 0.2675],"[0.6296, 0.037, 0.0741, 0.0, 0.1481, 0.1111]"
권진아,뭔가 잘못됐어,그리움,"[0.0455, 0.4545, 0.1818, 0.0909, 0.0, 0.2273]",[0.256  0.0263 0.0346 0.1144 0.4942 0.0744],[0.4019 0.0224 0.024  0.0253 0.2593 0.2671],"[0.1364, 0.1364, 0.2273, 0.0455, 0.1818, 0.2727]"
더 브라더스(The Brothers),지워질까,그리움,"[0.5714, 0.1429, 0.0, 0.0, 0.0, 0.2857]",[0.6112 0.0418 0.0253 0.0128 0.1664 0.1425],[0.4297 0.0309 0.0227 0.0118 0.246  0.2589],"[0.2857, 0.0, 0.0, 0.1429, 0.2143, 0.3571]"
소울맨(Soulman),사랑했던 만큼 미워했어 그때,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.3427 0.0313 0.0155 0.0141 0.2824 0.3139],[0.3304 0.0244 0.0183 0.0134 0.3251 0.2884],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
어쿠스틱 콜라보(Acoustic Collabo),이젠 보낼게,그리움,"[0.4, 0.24, 0.0, 0.12, 0.04, 0.2]",[0.633  0.0269 0.014  0.0189 0.0878 0.2193],[0.4585 0.0327 0.0181 0.0129 0.1616 0.3162],"[0.4, 0.12, 0.0, 0.04, 0.08, 0.36]"
트리탑스(Tritops),비라도 내리면,그리움,"[0.5, 0.1429, 0.0, 0.0714, 0.0, 0.2857]",[0.5514 0.085  0.0319 0.0132 0.1538 0.1648],[0.4499 0.0671 0.0404 0.0122 0.1854 0.245 ],"[0.2857, 0.0714, 0.0714, 0.0714, 0.0, 0.5]"
허챈(Heo Chaen),어쩌다 우린 (Feat. 임재현),그리움,"[0.2222, 0.0, 0.0, 0.1111, 0.3333, 0.3333]",[0.7149 0.0355 0.0162 0.014  0.0979 0.1216],[0.5269 0.0387 0.0234 0.0124 0.1675 0.231 ],"[0.4444, 0.0, 0.0, 0.0, 0.3333, 0.2222]"
GOLDPIG (골드피그),이 노랜 너만 들으면 돼 (Feat. 최아인),그리움,"[0.381, 0.1429, 0.0, 0.1905, 0.0, 0.2857]",[0.5449 0.029  0.0155 0.0181 0.1169 0.2756],[0.5213 0.037  0.0249 0.0159 0.1317 0.2693],"[0.1905, 0.1429, 0.0, 0.0, 0.2857, 0.381]"
김사월,8월 밤의 고백,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.3142 0.0307 0.0159 0.0127 0.2954 0.3312],[0.3638 0.0261 0.017  0.0119 0.2304 0.3508],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
버둥,낙수,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.4591 0.0395 0.0168 0.0129 0.1848 0.2868],[0.3395 0.0448 0.0276 0.0158 0.2914 0.2808],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
정우,연가,그리움,"[0.5714, 0.4286, 0.0, 0.0, 0.0, 0.0]",[0.4048 0.0389 0.0164 0.0267 0.2735 0.2397],[0.4194 0.0806 0.0288 0.0118 0.1795 0.2798],"[0.4286, 0.1429, 0.0, 0.0, 0.1429, 0.2857]"
한올,가끔 네 생각이 날 때면 (Acoustic ver.),그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.3227 0.0231 0.013  0.0251 0.1487 0.4673],[0.4196 0.0232 0.0179 0.0129 0.1951 0.3314],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
윤딴딴,남은 기억,그리움,"[0.5714, 0.3571, 0.0, 0.0714, 0.0, 0.0]",[0.3778 0.2041 0.0962 0.0142 0.1901 0.1176],[0.4129 0.1609 0.1437 0.0169 0.1507 0.1148],"[0.3571, 0.1429, 0.0714, 0.0714, 0.2857, 0.0714]"
109,봄이 가기 전에,그리움,"[0.4737, 0.2105, 0.0, 0.0, 0.0, 0.3158]",[0.5023 0.0674 0.0384 0.0134 0.2009 0.1776],[0.4168 0.0615 0.0449 0.0147 0.26   0.2021],"[0.3684, 0.2632, 0.0, 0.0, 0.1053, 0.2632]"
그_냥,이사 (Feat.매드클라운),그리움,"[0.48, 0.28, 0.0, 0.04, 0.08, 0.12]",[0.4944 0.0255 0.0129 0.0197 0.1187 0.3288],[0.4497 0.0244 0.0158 0.0125 0.2011 0.2964],"[0.48, 0.08, 0.0, 0.08, 0.08, 0.28]"
참솜(Chamsom),명왕성,그리움,"[0.3333, 0.0, 0.2222, 0.0, 0.0, 0.4444]",[0.4788 0.0332 0.0159 0.0143 0.1738 0.284 ],[0.4626 0.0321 0.0194 0.0119 0.1898 0.2842],"[0.1111, 0.0, 0.4444, 0.0, 0.3333, 0.1111]"
참솜(Chamsom),봄바람,그리움,"[0.25, 0.25, 0.0833, 0.0, 0.3333, 0.0833]",[0.565  0.0363 0.0175 0.0111 0.1921 0.178 ],[0.4599 0.0346 0.0224 0.0126 0.2269 0.2436],"[0.25, 0.1667, 0.0833, 0.0, 0.3333, 0.1667]"
로코베리(Rocoberry),니가 내리는 거리 (Acoustic Ver.),그리움,"[0.4091, 0.1818, 0.0, 0.0, 0.1818, 0.2273]",[0.2973 0.0496 0.0259 0.0195 0.1932 0.4145],[0.3808 0.0288 0.0192 0.0122 0.1799 0.379 ],"[0.1818, 0.2727, 0.0, 0.0455, 0.1818, 0.3182]"
구만(9.10000),연어,그리움,"[0.15, 0.3, 0.0, 0.05, 0.0, 0.5]",[0.5468 0.0862 0.0249 0.0152 0.1345 0.1925],[0.4459 0.0969 0.0294 0.0137 0.1747 0.2393],"[0.4, 0.2, 0.0, 0.0, 0.05, 0.35]"
김수영,내 목소리를 기억하나요,그리움,"[0.5385, 0.2308, 0.0, 0.0, 0.2308, 0.0]",[0.5614 0.032  0.0148 0.0148 0.1624 0.2145],[0.4932 0.0594 0.0302 0.0134 0.1616 0.2422],"[0.6923, 0.1538, 0.0, 0.0, 0.1538, 0.0]"
어쿠루브(Acourve),그날,그리움,"[0.4286, 0.2857, 0.0, 0.0714, 0.0, 0.2143]",[0.3924 0.0295 0.0141 0.1201 0.22   0.2239],[0.1687 0.0662 0.0487 0.1025 0.4811 0.1329],"[0.1429, 0.1429, 0.0, 0.0714, 0.0714, 0.5714]"
마인드유,그게 뭐라고,그리움,"[0.5, 0.3333, 0.0, 0.0556, 0.0556, 0.0556]",[0.4613 0.0707 0.0268 0.0175 0.148  0.2758],[0.4793 0.0545 0.0411 0.0126 0.164  0.2485],"[0.5, 0.2778, 0.0, 0.0556, 0.1111, 0.0556]"
문문(MoonMoon),그때는 맞고 지금은 틀리다고,그리움,"[0.1667, 0.1111, 0.0, 0.4444, 0.0556, 0.2222]",[0.5405 0.0737 0.0425 0.0269 0.1278 0.1885],[0.4104 0.0502 0.0508 0.015  0.2507 0.2229],"[0.2222, 0.2222, 0.0, 0.1667, 0.1667, 0.2222]"
새봄(Saevom),서른 밤째 (Album ver.) (Vocal 한올),그리움,"[0.35, 0.1, 0.0, 0.15, 0.2, 0.2]",[0.4112 0.03   0.0167 0.0156 0.2319 0.2946],[0.3724 0.0244 0.0183 0.0123 0.2056 0.3671],"[0.15, 0.05, 0.1, 0.2, 0.35, 0.15]"
마인드유,잡지 않았어,그리움,"[0.4, 0.1, 0.0, 0.1, 0.1, 0.3]",[0.4456 0.2421 0.1    0.0122 0.1262 0.0739],[0.5556 0.0936 0.0742 0.0151 0.1298 0.1317],"[0.4, 0.0, 0.0, 0.0, 0.3, 0.3]"
안희수,해가 달에게 자릴 내주듯이 우린 이별이 쉬웠다,그리움,"[0.625, 0.0, 0.0, 0.125, 0.0, 0.25]",[0.4361 0.0256 0.0142 0.0165 0.152  0.3557],[0.3312 0.0216 0.0138 0.0119 0.2062 0.4153],"[0.625, 0.0, 0.0, 0.125, 0.0, 0.25]"
박소은,너의 향기만 없네,그리움,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.3416 0.057  0.026  0.0154 0.2802 0.2798],[0.4847 0.048  0.0323 0.013  0.1742 0.2479],"[0.375, 0.125, 0.0, 0.0, 0.1875, 0.3125]"
김현창,이른,그리움,"[0.1905, 0.1905, 0.0, 0.0476, 0.0952, 0.4762]",[0.6542 0.0325 0.0162 0.0166 0.0972 0.1831],[0.4924 0.0565 0.0264 0.0129 0.1379 0.274 ],"[0.2857, 0.0952, 0.0476, 0.0, 0.1905, 0.381]"
유귀,우연히 만나 지나칠 수 있나요,그리움,"[0.6923, 0.1538, 0.0, 0.0, 0.1538, 0.0]",[0.6107 0.0595 0.0262 0.01   0.1714 0.1221],[0.4487 0.1006 0.0658 0.0152 0.2219 0.1478],"[0.3077, 0.1538, 0.0769, 0.0, 0.4615, 0.0]"
문문(MoonMoon),사람없인 사람으로 못 살아요,그리움,"[0.3077, 0.2308, 0.0, 0.0, 0.3077, 0.1538]",[0.2905 0.0539 0.0273 0.0211 0.2137 0.3936],[0.2671 0.0261 0.0195 0.0141 0.2197 0.4536],"[0.0769, 0.0769, 0.0, 0.0, 0.3846, 0.4615]"
볼빨간사춘기,XX (Acoustic Ver.),그리움,"[0.4615, 0.3077, 0.0, 0.0, 0.2308, 0.0]",[0.5004 0.1965 0.0815 0.0136 0.1077 0.1004],[0.5067 0.1347 0.0797 0.014  0.1143 0.1505],"[0.6154, 0.1538, 0.0, 0.0, 0.2308, 0.0]"
10CM,서랍,그리움,"[0.5833, 0.4167, 0.0, 0.0, 0.0, 0.0]",[0.6319 0.0459 0.0234 0.0107 0.1758 0.1122],[0.5657 0.0546 0.0342 0.0124 0.1656 0.1674],"[0.3333, 0.3333, 0.0, 0.0, 0.0, 0.3333]"
밀리그램(Milligram),왜 이렇게,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.2984 0.0457 0.0252 0.0181 0.2679 0.3447],[0.3842 0.0613 0.0507 0.017  0.2938 0.193 ],"[0.25, 0.0, 0.0, 0.0, 0.0, 0.75]"
곽진언,고스란히(Acoustic Ver.),그리움,"[0.2, 0.6, 0.0, 0.0, 0.0, 0.2]",[0.5592 0.1491 0.0436 0.0127 0.1096 0.126 ],[0.4948 0.1031 0.0341 0.0112 0.1543 0.2024],"[0.5, 0.3, 0.0, 0.0, 0.2, 0.0]"
성휘,마지막 인사는 아직 못했는데요,그리움,"[0.4444, 0.1667, 0.0, 0.0556, 0.0, 0.3333]",[0.597  0.0446 0.0199 0.0157 0.1325 0.1903],[0.4947 0.0415 0.0243 0.0119 0.1836 0.2439],"[0.3889, 0.1667, 0.0, 0.0, 0.1667, 0.2778]"
백아(Baek A),테두리,그리움,"[0.4, 0.2, 0.15, 0.15, 0.0, 0.1]",[0.663  0.0382 0.0196 0.0287 0.0633 0.1871],[0.4988 0.0616 0.0316 0.016  0.1197 0.2724],"[0.35, 0.2, 0.0, 0.15, 0.05, 0.25]"
다린,가을,그리움,"[0.6667, 0.3333, 0.0, 0.0, 0.0, 0.0]",[0.5482 0.0527 0.024  0.0125 0.1859 0.1766],[0.4607 0.1124 0.0417 0.013  0.1536 0.2187],"[0.3333, 0.3333, 0.0, 0.1667, 0.0, 0.1667]"
김민성,길,그리움,"[0.2, 0.3333, 0.0667, 0.2, 0.0, 0.2]",[0.4999 0.0329 0.0155 0.0115 0.2357 0.2045],[0.4804 0.0349 0.0193 0.0118 0.2008 0.2528],"[0.2667, 0.0667, 0.0, 0.2, 0.0, 0.4667]"
잔나비,가을밤에 든 생각,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.43   0.1626 0.0727 0.0235 0.1292 0.1819],[0.3684 0.2697 0.091  0.0146 0.1201 0.1363],"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
한그린,낯선 곳에서,그리움,"[0.4444, 0.2222, 0.0, 0.0, 0.1111, 0.2222]",[0.6051 0.0925 0.0553 0.0114 0.1314 0.1043],[0.5358 0.0909 0.0523 0.0113 0.1437 0.166 ],"[0.7778, 0.0, 0.0, 0.0, 0.2222, 0.0]"
강아솔,당신의 파도,그리움,"[0.7143, 0.0, 0.0, 0.1429, 0.0, 0.1429]",[0.4863 0.0959 0.0363 0.011  0.2296 0.1409],[0.374  0.0906 0.0496 0.0149 0.2878 0.1831],"[0.1429, 0.0, 0.0, 0.1429, 0.1429, 0.5714]"
한희정,어느 가을,그리움,"[0.0, 0.1429, 0.0, 0.1429, 0.0, 0.7143]",[0.4489 0.0913 0.0517 0.0141 0.2607 0.1334],[0.3985 0.1082 0.1279 0.0193 0.2509 0.0953],"[0.1429, 0.0, 0.0, 0.0, 0.1429, 0.7143]"
성인창,편지 (With 최유리),그리움,"[0.4615, 0.1538, 0.0, 0.3077, 0.0, 0.0769]",[0.6005 0.0462 0.02   0.0128 0.1486 0.1718],[0.5145 0.0336 0.0202 0.012  0.1817 0.2379],"[0.6154, 0.1538, 0.0, 0.0769, 0.0, 0.1538]"
이영훈,기다리는 마음 하나,그리움,"[0.4286, 0.0, 0.0, 0.1429, 0.2857, 0.1429]",[0.192  0.0322 0.0223 0.0093 0.6152 0.1289],[0.2762 0.0439 0.0434 0.021  0.4628 0.1527],"[0.1429, 0.0, 0.0, 0.2857, 0.4286, 0.1429]"
615,가을,그리움,"[0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0]",[0.2651 0.1254 0.0863 0.0191 0.3564 0.1477],[0.37   0.2568 0.1408 0.0185 0.11   0.1038],"[0.3333, 0.3333, 0.0, 0.0, 0.3333, 0.0]"
장들레,유난히 아름다웠던,그리움,"[0.3333, 0.4444, 0.0, 0.1111, 0.0, 0.1111]",[0.5439 0.0553 0.0207 0.0189 0.1046 0.2567],[0.4856 0.1114 0.0348 0.0149 0.1327 0.2206],"[0.2222, 0.4444, 0.0, 0.0, 0.2222, 0.1111]"
off the menu(오프더메뉴),달력,그리움,"[0.25, 0.1667, 0.1667, 0.0, 0.0833, 0.3333]",[0.3568 0.1456 0.0739 0.0102 0.3212 0.0922],[0.5046 0.0881 0.0508 0.0126 0.1591 0.1849],"[0.5833, 0.1667, 0.0, 0.0, 0.0833, 0.1667]"
정준일,가을꽃,그리움,"[0.35, 0.4, 0.0, 0.0, 0.05, 0.2]",[0.5345 0.0531 0.028  0.0318 0.0904 0.2621],[0.4758 0.0713 0.0305 0.0131 0.1273 0.282 ],"[0.25, 0.35, 0.05, 0.05, 0.05, 0.25]"
박건후,그리워하고 있어요,그리움,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.5742 0.0393 0.0199 0.0124 0.142  0.2122],[0.4763 0.0427 0.0243 0.0128 0.1575 0.2865],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
수잔,잔상,그리움,"[0.3333, 0.2, 0.0, 0.2667, 0.1333, 0.0667]",[0.6633 0.0285 0.0151 0.014  0.138  0.1412],[0.453  0.0364 0.0246 0.0117 0.2486 0.2257],"[0.4667, 0.0, 0.0667, 0.0, 0.2667, 0.2]"
이예린,우리를 위해,그리움,"[0.5, 0.25, 0.0, 0.0, 0.0833, 0.1667]",[0.4691 0.0641 0.0251 0.0222 0.1516 0.2679],[0.3867 0.0662 0.0213 0.0126 0.2001 0.3131],"[0.1667, 0.4167, 0.0833, 0.1667, 0.0833, 0.0833]"
정새벽,사랑을 전해줘,그리움,"[0.3, 0.7, 0.0, 0.0, 0.0, 0.0]",[0.287  0.3307 0.0761 0.0251 0.1165 0.1646],[0.1536 0.5953 0.0958 0.0141 0.0733 0.068 ],"[0.3, 0.2, 0.1, 0.0, 0.2, 0.2]"
신지훈,남은 이에게,그리움,"[0.3636, 0.3636, 0.0909, 0.0, 0.0, 0.1818]",[0.6379 0.0281 0.014  0.0172 0.0941 0.2087],[0.4875 0.0397 0.0203 0.0132 0.1551 0.2842],"[0.2727, 0.3636, 0.0, 0.0, 0.0909, 0.2727]"
우예린,낙원 (?園),그리움,"[0.0714, 0.4286, 0.0, 0.2143, 0.0, 0.2857]",[0.5519 0.0337 0.0159 0.0167 0.1367 0.2451],[0.3661 0.0342 0.0184 0.0122 0.2105 0.3586],"[0.5714, 0.0714, 0.0714, 0.0, 0.0714, 0.2143]"
정우,양,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.5244 0.0533 0.0179 0.0267 0.1174 0.2602],[0.2886 0.0202 0.0131 0.0163 0.2241 0.4378],"[0.0, 0.0, 0.0, 0.1429, 0.0, 0.8571]"
이주영,공책과 연필과 그리운 이의 사진,그리움,"[0.4, 0.1, 0.0, 0.1, 0.1, 0.3]",[0.722  0.0311 0.0157 0.0155 0.0898 0.1258],[0.5095 0.0673 0.0372 0.0114 0.1731 0.2016],"[0.4, 0.0, 0.1, 0.0, 0.2, 0.3]"
정다경,어느 60대 노부부 이야기 (Original VER.),그리움,"[0.3333, 0.1111, 0.0, 0.1111, 0.3333, 0.1111]",[0.7142 0.0674 0.0249 0.0187 0.0574 0.1174],[0.5876 0.0763 0.0388 0.0132 0.111  0.1731],"[0.4444, 0.0, 0.0, 0.1111, 0.3333, 0.1111]"
백예린 (Yerin Baek),산책,그리움,"[0.5833, 0.3333, 0.0, 0.0, 0.0, 0.0833]",[0.4744 0.1613 0.0683 0.0145 0.1369 0.1445],[0.3469 0.2776 0.1347 0.014  0.1252 0.1015],"[0.5833, 0.25, 0.0833, 0.0, 0.0, 0.0833]"
이설아,못다한 말,그리움,"[0.4118, 0.4706, 0.0, 0.0, 0.0, 0.1176]",[0.4241 0.1211 0.0288 0.0251 0.1385 0.2624],[0.4305 0.0802 0.0317 0.0143 0.1706 0.2727],"[0.0588, 0.4706, 0.0, 0.0588, 0.0588, 0.3529]"
92914,Starlight,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.083  0.1279 0.0992 0.3966 0.2555 0.0378],[0.1166 0.1242 0.1023 0.3903 0.2276 0.039 ],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
이설아,엄마로 산다는 것은,그리움,"[0.5, 0.3333, 0.0, 0.1667, 0.0, 0.0]",[0.2633 0.1904 0.3354 0.05   0.1214 0.0396],[0.4498 0.131  0.1634 0.0269 0.1357 0.0931],"[0.3333, 0.1667, 0.0, 0.1667, 0.1667, 0.1667]"
아이유(IU),무릎,그리움,"[0.2857, 0.5714, 0.0, 0.1429, 0.0, 0.0]",[0.5475 0.027  0.0144 0.0122 0.1729 0.226 ],[0.4691 0.0292 0.0185 0.0122 0.1835 0.2875],"[0.5714, 0.2857, 0.0, 0.0, 0.0, 0.1429]"
정민,익명에게,그리움,"[0.4167, 0.3333, 0.0, 0.0, 0.0833, 0.1667]",[0.5381 0.0263 0.014  0.0162 0.1326 0.2729],[0.4741 0.0356 0.0175 0.0129 0.1606 0.2994],"[0.3333, 0.3333, 0.0, 0.0, 0.0833, 0.25]"
허각,구해줘,그리움,"[0.2174, 0.3478, 0.0, 0.1304, 0.087, 0.2174]",[0.4695 0.0377 0.0173 0.0129 0.2025 0.2602],[0.4714 0.0406 0.0247 0.012  0.1781 0.2732],"[0.3478, 0.2609, 0.0435, 0.087, 0.087, 0.1739]"
송하예,니 소식,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.579  0.0623 0.0234 0.0153 0.1225 0.1975],[0.4508 0.0293 0.0159 0.0119 0.1917 0.3003],"[0.2857, 0.0, 0.0, 0.1429, 0.0, 0.5714]"
강민경,사랑해서 그래,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.6933 0.0518 0.0293 0.0179 0.0724 0.1353],[0.5557 0.0681 0.054  0.0148 0.1154 0.192 ],"[0.2727, 0.0, 0.0, 0.0909, 0.0, 0.6364]"
범준이,우린 달라졌을까,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.4741 0.0281 0.014  0.0185 0.1314 0.3339],[0.3833 0.0226 0.014  0.0124 0.1896 0.3781],"[0.25, 0.0, 0.0, 0.0, 0.25, 0.5]"
이석훈,사랑은 또,그리움,"[0.4, 0.0667, 0.0, 0.0, 0.1333, 0.4]",[0.3716 0.03   0.0152 0.0147 0.2729 0.2957],[0.3392 0.0446 0.0202 0.0143 0.3017 0.28  ],"[0.3333, 0.0667, 0.0, 0.0, 0.4, 0.2]"
양다일,널 그리워하고 있어,그리움,"[0.8889, 0.0556, 0.0, 0.0, 0.0, 0.0556]",[0.7064 0.0246 0.0167 0.0152 0.0988 0.1382],[0.5394 0.0427 0.0276 0.0141 0.1426 0.2336],"[0.5, 0.0, 0.0, 0.2778, 0.0, 0.2222]"
주대건,더딘 하루,그리움,"[0.2, 0.45, 0.0, 0.05, 0.1, 0.2]",[0.5335 0.1028 0.0276 0.0171 0.102  0.217 ],[0.482  0.0769 0.0286 0.0136 0.1351 0.2638],"[0.45, 0.2, 0.0, 0.0, 0.1, 0.25]"
김나영,너의 번호를 누르고,그리움,"[0.7, 0.15, 0.15, 0.0, 0.0, 0.0]",[0.5791 0.0702 0.0339 0.0091 0.195  0.1127],[0.5333 0.0415 0.0366 0.0141 0.1867 0.1879],"[0.65, 0.1, 0.2, 0.0, 0.0, 0.05]"
AcouRain(어쿠레인),나의 가을이 너의 겨울에게 (Vocal by 성영규),그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.4149 0.0286 0.0146 0.017  0.1717 0.3532],[0.2599 0.0195 0.0144 0.0153 0.2563 0.4346],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
보라미유,끝난 사이,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.5887 0.0296 0.0158 0.0115 0.1737 0.1807],[0.4142 0.0281 0.0175 0.0121 0.2194 0.3086],"[0.125, 0.0, 0.0, 0.25, 0.0, 0.625]"
김동현,마음의 날씨,그리움,"[0.1538, 0.1538, 0.0, 0.3077, 0.0, 0.3846]",[0.3249 0.2912 0.0464 0.0242 0.1403 0.173 ],[0.3307 0.2002 0.0496 0.0159 0.2233 0.1803],"[0.1538, 0.1538, 0.0, 0.0769, 0.0, 0.6154]"
김희재,너에게 하지 못한 말,그리움,"[0.6061, 0.3333, 0.0, 0.0, 0.0, 0.0606]",[0.6276 0.0662 0.0232 0.0175 0.0867 0.1788],[0.5046 0.0838 0.0392 0.014  0.1318 0.2266],"[0.4242, 0.303, 0.0303, 0.1818, 0.0303, 0.0303]"
권진아,이별 뒷면,그리움,"[0.0526, 0.4737, 0.0, 0.0526, 0.0526, 0.3684]",[0.2758 0.0302 0.0158 0.0106 0.4735 0.1941],[0.2759 0.0252 0.0221 0.0178 0.4386 0.2204],"[0.2105, 0.3158, 0.1053, 0.0, 0.0526, 0.3158]"
임세준,어떻게 너를 잊어,그리움,"[0.5, 0.1111, 0.0556, 0.0556, 0.0, 0.2778]",[0.4499 0.2054 0.1092 0.0133 0.1304 0.0919],[0.5411 0.1009 0.1068 0.0136 0.1171 0.1205],"[0.5, 0.1667, 0.0556, 0.0, 0.0556, 0.2222]"
정평일,꽃신,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.5447 0.1797 0.0607 0.0205 0.0935 0.101 ],[0.4302 0.1912 0.0835 0.0133 0.1433 0.1385],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
숨비,사랑은 영원하다,그리움,"[0.1667, 0.3333, 0.0, 0.0, 0.0, 0.5]",[0.4872 0.0775 0.0313 0.0158 0.1558 0.2323],[0.407  0.1766 0.0788 0.0146 0.1551 0.1679],"[0.0, 0.3333, 0.0, 0.0, 0.0, 0.6667]"
코지팝(KozyPop),SUNFLOWER! (Song By 곽태풍),그리움,"[0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0]",[0.4143 0.2277 0.063  0.0259 0.1111 0.1581],[0.2935 0.4058 0.0628 0.0133 0.0858 0.1388],"[0.4, 0.4, 0.1333, 0.0, 0.0, 0.0667]"
허회경,아무것도 상관없어,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.2829 0.0945 0.0583 0.0156 0.3811 0.1675],[0.3833 0.0578 0.0511 0.0185 0.2805 0.2088],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
최기덕 (9duck),Fade away,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.077  0.1557 0.12   0.395  0.2184 0.0339],[0.0962 0.1454 0.0997 0.3937 0.231  0.034 ],"[0.0, 0.0, 0.125, 0.0, 0.5, 0.375]"
우수한(OOSU:HAN),잊지말아줘,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.4621 0.1704 0.0434 0.0181 0.1067 0.1993],[0.4788 0.1359 0.0364 0.0154 0.1143 0.2193],"[0.6, 0.0, 0.0, 0.0, 0.0, 0.4]"
이희상,란,그리움,"[0.2308, 0.6154, 0.0, 0.0, 0.0769, 0.0769]",[0.669  0.0313 0.0155 0.0215 0.0786 0.1841],[0.4694 0.039  0.0214 0.0119 0.1657 0.2926],"[0.3846, 0.3846, 0.0, 0.0, 0.1538, 0.0769]"
다섯(Dasutt),Youth,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.3518 0.0255 0.0171 0.0153 0.2265 0.3638],[0.2623 0.0218 0.0221 0.0197 0.4026 0.2716],"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
장들레,모르겠어요,그리움,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[0.4885 0.1334 0.032  0.0416 0.1009 0.2037],[0.3824 0.1357 0.0332 0.0159 0.1853 0.2476],"[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
