,diary,emotion,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
96,"젊은 때에 고등학교를 졸업하고 서울에서 회사를 다니다가 아내를 만나 집을 마련하고 아이를 낳고 잘 살줄만 알았지요. 아이를 낳고 키우는 일은 생각만큼 쉬운게 아니더랍니다. 풍족하게 살고 싶었지만 그러지 못하고 없는 살림을 어떻게든 이어나가고자 했습니다만 결국 아내와 헤어졌습니다. 여동생 집에서 지내다가 안 되겠다싶어 작은 집을 구하고  밤에 나가 일을 하고 지냈습니다. 쉬는 날도 없이 일을 하니까 몸도 많이 상했지요. 그래도 애가 있는데 어쩝니까. 힘들어도 매일 나가 일했어요. 아이가 초등학교 3학년 무렵일 때부터 시작했으니 14년간 기사 일을 했습니다. 밤에 나가고 들어오면 딸이 자고있으면 좋으련만 늦게까지 안 자니 잔소리하는 날이 하루이틀 넘어가더군요. 하나뿐인 딸, 내게 남은 하나뿐인 딸에게 왜 그랬는지 모릅니다. 내가 좀만 더 신경썼다면 딸과 나 사이에 세워진 얼음산이 없었을겁니다. 지나간 일을 후회해도 엎지른 물이지요.",5,,,,,
97,"나는 담배도 피우고 가끔 술도 마십니다. 나이도 육십줄이 넘었는데, 앞으로 얼마나 더 살지 모르나 더이상의 후회는 없었으면 합니다. 딸과 대화를 하고 싶습니다. 밖에서 식사하면 나와 딸은 아무런 대화도 없이 식사합니다. 마치 생면 모르는 사람과 식사하는 것처럼 조용하기만 합니다. 대화는 사람과 사람간의 유대입니다. 이십년도 더 같이 산 사람끼리, 가족끼리, 친구끼리 대화 한마디 나누지 못한다면 그 누가 믿겠습니까. 나와 내 딸 사이가 그러합니다.",0,,,,,
98,"나는 딸하고 어디 여행 한 번 가본 적이 없습니다. 추억도 그만큼이나 없습니다. 일하고 오면 몸이 피로해 텔레비전을 켜서 보다가 곯아떨어지고, 일어나서 밥을 먹고 밤이 되면 일하러 나가다보니 대화를 일체 못합니다.",0,,,,,
99,글을 마치면 무엇을 해야할지 생각해야겠습니다. 딸이 무얼 좋아하더라. 좋아하는 음식을 핑계로 대화 한번 나누어봐야겠습니다. 그리고 딸이 취직하기 전에 제주도를 한번 갔다올까 합니다. 친구들과 며칠 갔다와보니 볼거리도 많고 피로가 싹 가시니 정말 좋았습니다. 딸이 가자고할지는 모르지만 말이라도 꺼내봐야 혹시 모르는 일 아니겠습니까. 저와 같은 고민을 가진 사람도 세상에 많겠지요. 일단 해보는 겁니다.,0,,,,,
100,모든 질린다. 난 늘 손에 쥔 것에 만족을 못 하고 불평을 갖는다.,3,,,,,
101,그런 점을 고치고 싶지만 내 주변에는 본받을 만한 사람이 쉬이 나타나지 않는 것 같다.,4,,,,,
102,"나는 방법만 알려주면 잘할 자신이 있는데, 내게 방법을 알려주는 사람이 없어 속상하고 답답해 발만 동동 구르고 있다.",3,,,,,
103,언제쯤 나타날까.,0,,,,,
104,또 한탄하는 글이 될 것 같아서 이제 그만할래.,5,,,,,
105,친구의 장례식장을 다녀 오면서..,5,,,,,
106,오늘은 서리가 내리기 시작하며 단풍이 절정에 이른다는 가을의 마지막 절기 상강이다.,5,,,,,
107,서리는 내리지 않고 나의 가슴에 서리가 내렸다. 엊그제 같은데 벌써 이별 의식을 해야하다니........,5,,,,,
108,"삶과 죽음, 유한한 생명과 영원한 생명--현재 살아있는 우리가 한번 생각해  봐야 되지 않을까?",4,,,,,
109,이것이 우리 모두에게 해당되는 근본적인 문제이지만 우리는 일상 생활에 너무 바쁜 나머지 깊이 생각지도 않고 제대로 모르면서 살아가고 있다.,4,,,,,
110,"나는 6.25전쟁의 폐허 속에서 태어나서, 4.19민주화 혁명, 5.16군사 쿠데타, 5.18 민주화 운동을 겪으면서 어릴 때는 그 당시 우리나라의 주 산업인 농업사회, 청년기에는 산업사회, 중.장년기에는 정보화 사회, 최근에는 AI, 빅 데이터드로, 로봇 등이 등장하는 4차산업사회 등 변화하는 사회, 문화 속에서 생.노.병,희로애락을 느끼며 인생을 경험해 왔다.",5,,,,,
111,인간은 어디서 와서 이렇게 다양한 경험을 하고 또 어디로 가는 것일까?,5,,,,,
112,육신이 죽어 한 줌의 재가 되어 인간이라는 존재는 사라져 버려서 영원히 끝나고 마는 것일까?,5,,,,,
113,결코 그럴 수는 없다!,3,,,,,
114,인간은 영혼을 가진 존재로서 영혼이 없이 본능적으로 살아가는 동물과는 다르다.,1,,,,,
115,"육신의 생명은 유한하여 심장이 멎는다든지 숨이 거두어지면 죽음으로 끝이 나지만, 영혼은 그렇지 않다.",1,,,,,
116,정확히 기억은 나지 않지만 몇 년 전 TV 다큐멘터리에서 어머니 뱃속에서 애기가 만들어지는 과정을 보았다.,2,,,,,
117,"가장 먼저 심장이 만들어지고 여기에서 혈관이 나오고 대장등 각종 장기가 만들어지고, 눈,코,입등 얼굴의 윤곽이 나타났다.",2,,,,,
118,이렇게 오묘하고 섬세한 인간이 어머니 뱃솟에서 저절로 만들어 졌다고는 도저히 납득이 되지 않는다.,2,,,,,
119,인간이 인간을 절대로 만들 수 없다. 나는 태어날 때 사내아이로 태어났다.,2,,,,,
120,"그래서, 세상이 시끄러운 것이다.",3,,,,,
121,인생살이 또한 힘들고 고달프다.,4,,,,,
122,"우리가 영원한 생명을  가지고, 유한하고 변화하는 세상적 욕망을  이기며 영원한 가치를 우선시하면서 살아간다면 우리의 삶이 더욱 멋지고 가치 있는 삶이 되지 않을까 생각해  보았다.",2,,,,,
123,이것이 죽음이 삶에게 주는 메시지 중의 하나가 아닐까?,2,,,,,
124,어제밤  선잠을 잤나보다 별 사소한 것 까지 다 꿈에 나타나며 문득 놀라서 깨었을 때는 마치 생시처럼 뚜렸했다.,1,,,,,
125,다시 잠을 청했지만 깊은 잠을 못이뤘다.,5,,,,,
126,요즘 점차 사람기피증에 걸리고 있는 것 같다.,5,,,,,
127,누구와도 아는 체 하기도 싫어졌다.,3,,,,,
128,혼자있는게 편하다. 혼자 클래식음악을 크게 틀고 듣고 있으면 모든 걱정근심이 사라지고 아름다운 선율에  심취해 있으면 좋다.,1,,,,,
129,비가 온다.  비닐우산에 몸을 맡기고 걷고 걸었다.,0,,,,,
130,다른 사람들은 무얼 위해 이렇게 바쁘게 걸어가고 있는 걸까?,4,,,,,
131,그 속에 한없이 퇴색해 버린 나....,4,,,,,
132,그래도 나는 젊은이 처럼 위로한다.,5,,,,,
133,귀를 간지럽히는 바이올린의 음률이 처연하게 들려온다.,5,,,,,
134,비는 내리고 맘은 우울하고... 그저 우울하기만 하다.,5,,,,,
135,우울한 마음에  수세미같은 생각들을 정리하면서 걷고 있는,5,,,,,
136,쉰 목소리와 윤기없는 내 모습은 얼마나 그들의 놀림의 대상이러나...,5,,,,,
137,나는 요사이 무언가  여러가지 것을 생각하고 싶어한다.,0,,,,,
138,없는 나를 아는 몇몇 사람이 욕심을 부렸고 누가압니까?,3,,,,,
139,마음을 가라안히려해도 열심히도 가슴을 쓸어 내리는  질책은 조금은 가혹하다.,3,,,,,
140,나이가 들어감에 추억하기보다는 현재를 열심히 행복을 찾으며 상아야 될 것 같다,2,,,,,
141,"미국여행 가기위해 체력을 기르며 하루하루 보내던중, 베트남 다낭행 비행기가 싸게 나왔다고 작은딸이 거기가서 쉬고 오자했다. 여행을 좋아하는 나는 신나고 즐거운 마음으로 다낭행 비행기에 올랐다.",2,,,,,
142,반미[정말 맛있음] 반쎄오 [이것도 정말 맛있음] 쌀국수 먹으며 놀다 오행산 갔다.,1,,,,,
143,말이 산'이지 여기도 관광지이다..호이안의 야경은 화려했다. 발 맛사지도 받고 잘 쉬었다.,2,,,,,
144,12월 20일 미국으로 가는날이다.,2,,,,,
145,여행때마다 이코노미석 으로만 다녔는데 이번엔 비지니스석이다.신난다.,2,,,,,
146,라스베가스의 낮은 그냥 빌딩많은 도시지만 밤은 완전히 달라진다. 건물마다 네온싸인이 화려하다.환상이다.,2,,,,,
147,걸어만 다녀도 재미있다. 건물마다 카지노가 있다. 하는사람 보며 배워서 할수도 있다.칩을 놓는 위치마다 딸수있는 금액이 달라진다.한두개만 맞아도 대박맞는거다. 그래서 사람들이 손을 떼지 못하나보다.,2,,,,,
148,라스베가스에는 3가지 쇼가 있다.우리는 카쇼를 보기로 했다. 공연장이 어마어마하게 크다.공연전부터 배우들이 무대중간부터 여기서 저기까지 줄타고 날라다닌다. 완전 내스타일이다.박수를 안칠수가 없다.끝날때까지 시간 가는줄 몰랐다. 카쇼보러 또 라스베가스 가고싶다.,2,,,,,
149,그랜드 캐년을 보려면 좋은날씨는 필수다. 모든여행에서 날씨가 중요하지만 그랜드캐년은 정말 좋아야한다.,2,,,,,
150,투어첫날은 안개와 눈으로 그냥 끝냈다. 엔텔로프캐년은 입장료가 있다. 관광시간도 예약해야한다.날씨가 안좋으면 입장이 안된다.다행히 둘째날은 화창한 날씨로 홀스슈밴드랑 잘 봤다.,2,,,,,
151,투어 마지막날 계속 내리는 눈발을 보며 이대로가면 브라이스캐년에 갇힐수도 있다는 가이드님말에 걱정도 쌓였다.,2,,,,,
152,눈덮인 브라이스캐년은 예뻤다.,2,,,,,
153,다시 라스베가스로 돌아와 아울렛갔다. 우리나라백화점 세일가격보다 싸다. 2일 남은 일정은 산타바바라에서 보내기로 했다.,2,,,,,
154,돌아오는 라운지에서 머리부터 발끝까지 맛사지되는 안마의자에서 조금의 피로도 풀었다.,2,,,,,
155,"오늘 아침 8시에 일어났다. 조금 피곤했지만 또 잠들기는 싫었다. 그래서 깨어있었다 일어나서 친구들과 카톡을 했다 아직 자고 있는 친구들도 많았다. 방학이여서 늦잠자는 것 같다 휴대폰을 조금 보다가 피아노를 쳤다 요즘 콩쿠르에 나가려고 마녀의 춤이라는 곡을 치고 있는데 뭔가 너무오래쳐서 질리는 느낌이였다 원래 12월에 나가야되는데 독감, 수두에 걸렸었고 1월에 콩쿨이 없었다... 원래 그래서 저번주에 나가려고 했지만 또 코로나... 우한 폐렴 때문에 못나가서 3월에 나간다 엄마가 밥을 다 차렸다 오늘보니깐 내가 좋아하는 미역국이였다 밥을 먹은 후 구몬 학습지를 한다. 그런데조금 어렵기도 하고 힘들다. 다 하고 보니깐 12시 가까이 _었다 그런데 배가 고프지 않아서1시쯤 밥을 먹었다 그 후에 피아노 학원에 간다. 피아노는 7살때부터 다녔었다. 피아노는 콩쿨 준비중이여서 2시간을 한다. 피아노에 갖다 와서 간식으로 시리얼을 먹었다 학원에 갖다오면 힘이쫙~빠진다 또 몇 시간 뒤에 저녁밥을 먹고 씻고 잘 준비를 했다. 이걸 쓴 시간이 9:38분이다.. 이제 잘 준비끝났으니 이제 자야겠다. 끄읕~^^",3,,,,,
156,나에게 예쁜 얼굴과 새학기 이쁘니로 거듣나기 위해서 열심히 찾아보았다,2,,,,,
157,하지만 한 30분이 흐르고 나서도 맘에 쏙드는게 없어서,5,,,,,
158,역시 다 ~ 비싼 거였다. 그렇게 짜증이 난 체로 옷을 구경했다.,3,,,,,
159,"니트는 거의 다 똑같아 보였고, 맨투맨은 흔해 빠졌다",3,,,,,
160,나는 옷을입을 수 있는 확률이 매우 적어지기 때문이다.,1,,,,,
161,또 실증이 나버려서 역시 패션의 완성은 얼굴 이라고 생각했기때문이 다시 원점으로 돌아왔다. 또 한 30분간 진짜 열심히 찾아봤다.,3,,,,,
162,드디어 마음에 든 화장품을 찾게되었다. 하지만 가격에서 포기를 하게되었다. 엄청 작고 한 부분만 화장하는 것인데 가격에서 ‘의’소리가났다. 하지만 새학기 이쁜이가 되기 위해서 정말 열심히 돈을 모아 드디어 사게 되었다. 배송이 오기까지 2일이었지만 느낌상 너무 설레고 뿌듯하니 한 7일은,1,,,,,
163,쓰기 전에는 어떻게 이런 얼굴 로 살았을까 라는 생각이 들었다,3,,,,,
164,이렇게 해서 화장품은 다 골랐고 이제부터 옷을 사야할 시간이었다.,2,,,,,
165,옷을 파는 애블 4개 정도 깔고 하나씩 천천히 골르기 시작했다. 이번엔,2,,,,,
166,"진짜 시작했다. 그래서 일단 내가 사고 싶은 옷 니트로 들어갔다 니트가 거의 똑같아 보였지만, 아마존이 더 예뻤다.",2,,,,,
167,마음같아서는 한 10벌정도사고 싶지만 니트는 단 2일 정도 쓴것이다,3,,,,,
168,단양 여행,2,,,,,
169,지난 주말에 우리 가족은 단양에 다녀왔다.,2,,,,,
170,그곳에서 우리가족은 까페 산 이라는 곳에서 맛있는 빵과 음료를 사 먹었다.,1,,,,,
171,아주 아름다운 풍경을 보면서 간식을 먹었다. 절벽이라서 올라 가는길이 힘들기는 하였지만 내려가는 길도 만만치않게 길이 울퉁불퉁 하였다. 그래도 올라가서 직접 산을 내려다 보니 굉장히 아름다워서 좋았다. 그날안개가 살짝껴서 안타까웠지만 몽환적인 사진이 나와서 개인적으로 더욱 더 사진이 마음에 들었다. 까페산에서 사진을 찍으면 진짜 인생사진이 나온다는걸 느꼈다. 하지만 까페 산의 빵과 차도 굉장히 맛 있었다. 하지만 절벽이라 아래를 보니 아찔했다. 그래도 사진을 찍다보니 풍경이 너무 아름다워서 무서운 줄도 몰랐다. 그곳에는 사진을 찍을수 있도록 의자도 마련되어 있었다. 편리하게 사진을 많이 찍을 수 있었다. 까페 산구경을 하고 아래로 내려오는 중 패러글라이딩 을하기로 결정 하였다. 우리 가족 대표로 내가 하기로 정하였다. 나는 너무 흥분되고 신이났다. 처음으로 패러글라이딩을 하는거라 조금 긴장을 하였지만 그래도 신났다. 패러글라이딩 전문가분과 함께 타는 거 였는데 처음이라 신기하기만 했다. 우주복 같은 것도 입고 큰 가방도 메었는데 비상 낙하산이라고 전문가분이 가르켜주셨다 땅에서 발이 떨어지는순간 심장이 마구 떨렸다. 아래 쪽을 보니까 입이 쩍 벌어질만큼 진짜로 아름다운 풍경에 입을 다물지 못하였다 심지어그 걸타면서 액션캠으로 동영상도 찍었다. 심지어 동생은 그걸 타보고 싶다고 이야기 하였는데 나중에 꼭 패러글라이딩을 탈 수 있도록 내가 도와주고 싶다. 패러글라이딩을 타면서 위에서 보는 풍경은 확실이 다르다는것을알았다. 다른 사람들도 까페산과패러글라이딩을 하면입이 딱 벌어질 만큼 아름다운 풍경등이 있는곳이다 그리고 우리 가족은 도담삼봉에 갔다. 도담삼봉은 박물관이 옆에 있어 관람하고 도담 삼봉을 보니 더자세히 알수 있었다.도담 삼봉 사진 찍을때 액자모양 의자가 있는데 액자안에 도담삼봉을 찍기가 조금은 어려웠다. 이번 단양여행은 기억에 많이남는 여행이었다.,1,,,,,
172,"오늘 엄마가 운전 연습 하는 것을 보았다. 나는 엄마가 운전을 되게 못할 것 같았다. 그런데 쫌 흔들렸다. 그래도 잘했다. 매주 마다, 연습해서 엄마는 차를 살 것이다. 엄마가 차를 사면 안 걸어서 가도 되서 기분이 좋다. 그런데 엄마 차를 타고 가면 심장이 두근 두근 한다.",1,,,,,
173,올해 63살로 한평생 군산에서 살아왔지만 나는  행복하게 살아왔다.,1,,,,,
174,"군산에는 아름다운 월명산이 있고, 산의 안쪽에는 예쁜 호수가 있는데 산책을 하면 너무 기분이 좋고 산위에 올라가있으면 서해안 바다와 새만금이 한눈에 보여서 산을 오를때마다 나에게 다양한 감정을 준다. 내가 살아온 지역에 이러한 자연공간이 존재한다는 사실에 참 감사하다는 생각이든다.",2,,,,,
