lyric,Emotion
나 오직 그대만을 사랑하기 때문에,1
사랑하기 때문에,1
저 많은 별을 다 세어 보아도 그대 마음은 헤아릴 수 없어요,0
그대의 부서진 마음 조각들이 차갑게 흩어져 있는 탓에,5
그댄 나의 어떤 모습들을 그리도 깊게 사랑했나요,1
시월의 서늘한 공기 속에도 장미향을 난 느낄 수가 있죠,2
오월 어느 날에 피었던 빨갛던 밤을 기억하거든요,0
이름 모를 어떤 꽃말처럼 그대 곁에 남아 있을게요,1
나는 그대 어떤 모습들을 그리도 깊게 사랑했었나,1
내가 날 온전히 사랑하지 못해서 맘이 가난한 밤이야,5
습관처럼 조용히 눈을 감아 밤이 되면 서둘러 내일로 가고 싶어,0
수많은 소원 아래 매일 다른 꿈을 꾸던 아이는 그렇게 오랜 시간 겨우 내가 되려고 아팠던 걸까,5
쌓이는 하루만큼 더 멀어져 우리는 화해할 수 없을 것 같아,3
나아지지 않을 것 같아,3
어린 날 내 맘엔 영원히 가물지 않는 바다가 있었지,1
이제는 흔적만이 남아 희미한 그곳엔 설렘으로 차오르던 나의 숨소리와,2
머리 위로 선선히 부는 바람 파도가 되어 어디로든 달려가고 싶어,2
작은 두려움 아래 천천히 두 눈을 뜨면 세상은 그렇게 모든 순간 내게로 와 눈부신 선물이 되고,1
숱하게 의심하던 나는 그제야 나에게 대답할 수 있을 것 같아,1
선 너머에 기억이 나를 부르고 있어,0
아주 오랜 시간 동안 잊고 있던 목소리에 물결을 거슬러 나 돌아가 내 안의 바다가 태어난 곳으로 휩쓸려,0
그럼에도 여전히 가끔은 삶에게 지는 날들도 있겠지,5
또다시 헤매일지라도 돌아오는 길을 알아,0
널 떠나 새로운 사람을 찾아가 기대하고 떠난 내가 이렇게 될 줄은 몰랐어,5
떠났지만 그런 사랑은 없었어,5
이렇게 될 줄은 몰랐어,5
바람을 벗 삼아 가며 눈앞에 떠오는 옛 추억 아~ 그리워라,0
소나기 퍼붓는 거리를 나 홀로 외로이 걸으면,4
그리운 부모 형제 다정한 옛 친구,0
그러나 갈 수 없는 신세 홀로 가슴 태우다,5
흙속으로 묻혀 갈 나의 인생아,5
마냥 친구 하나 찾아와 주지 않는 이곳에 별을 보며 울먹이네,4
이 거리 저 거리 헤메이다 잠자리는 어느 곳일까,4
지팡이 짚고 쩔룩 거려도 어디엔들 이끌리리까,3
그리운 부모 형제 다정한 옛 친구,0
그러나 갈 수 없는 신세 홀로 가슴 태우다,5
흙속으로 묻혀 갈 나의 인생아,5
묻혀 갈 나의 인생아,5
묻혀 갈 나의 인생아,5
묻혀 갈 나의 인생아,5
묻혀 갈 나의 인생아,5
얻은 것도 없이 달력을 못 넘긴 채 돌아가야 해,0
니가 없는 곳에 내 발길은 언제까지 무거워질까,4
돌아가야 해 아무도 없는 곳에 멀리서라도 끝이 내게 오고 있을까,0
집이 아닌 집으로 돌아가는 길 몇 번을 반복해야 집으로 돌아가는지,3
이미 내 시야는 땅까지 고개 숙일 일이 많아지다 보니까,3
웃는 표정으로 사진 찍고 다시 내려가는 입,1
기계처럼 VV 습관처럼 시계를 보고 한숨 한 번 반,3
너에겐 할 만하다고 해 오늘도 딱 한 번 LIE,1
나도 Working on a weekend weekend,3
얻은 것도 없이 달력을 못 넘긴 채 돌아가야 해,0
니가 없는 곳에 내 발길은 언제까지 무거워질까,4
돌아가야 해 아무도 없는 곳에 멀리서라도 끝이 내게 오고 있을까,0
만약이라는 두 글자가 오늘 내 맘을 무너뜨렸어,5
나는 당신 생각하다 하루가 다 지나가는 줄도 모르고,0
또 이렇게 밤 지새우네,0
망설이며 주저하던 순간들 네게 다 주지 못한 마음,0
이렇게 또 남아서 난 이제 어쩌면 좋을까,0
차라리 다 사라져 버리면 좋겠네,0
익숙한 저 언덕 너머 혹시 내가 문득 그리워진대도 돌아가자,0
나는 또 누군가에게 반하고,1
또 그렇게 아무 일 없다는 듯이 내게서 다 사라져 버리면 어쩌나,0
익숙한 저 언덕 너머 혹시 내가 문득 그리워진대도 돌아가자,0
이젠 낯설기만 한 일상 속으로,4
익숙한 저 언덕 너머 혹시 내가 문득 그리워진대도 돌아가자,0
길었던 꿈의 반대편으로,0
그대로 남아 있어줘요,0
마음 둘 곳이 하나 없을 땐,4
우리만 비밀을 지킬 테니,1
잠들 때까지 떠올려도,0
우리가 함께 할 테니까,1
너로 인해 감사할 테니까,1
그대로 남아 있어줘요,0
나는 이곳에 있을 게요,0
어지러운 세상에 딱 하나뿐인 좋은 사람이 되고 싶어요,1
흐트러진 모습까지 내게로 보여줄 수 있는 그대를,1
당신이 머무는 내 하루엔 오늘이 제일 빛,1
길었던 하루가 짧아진 만큼,0
너와의 이야기는 길 테니까,0
그대로 남아 있어줘요,0
나는 이곳에 있을게요,0
어지러운 세상에 딱 하나뿐인 좋은 사람이 되고 싶어요,1
흐트러진 모습까지 내게로 보여줄 수 있는 그대를,1
하루가 지나고 그대와 나 또 다른 날을 마주한다 해도,0
떠나가는 밤 찾아오는 밤,0
우리들의 모든 순간을 잊지 않을 게요,0
그대를 사랑하기 위해 나는 이곳에 있을 게요,1
어지러운 하루에 딱 하나뿐인 보고싶은 사람이 될 게요,0
계절이 다시 돌아오듯 어김없이 찾아오는 밤처럼,0
언제까지나 그대와 나 그대로 있을 게요,1
사랑해요 그대로,1
사랑이 그렇게 쉽게 변하는 거였나요,5
그랬다면 미안합니다,5
그대가 숨겨왔던 아픈 상처들 다 다 내게 옮겨주세요,5
지치지 않고 슬퍼할수있게 나를 좀 더 가까이 둬요,5
사실 난 지금 기다린 만큼 더 기다릴수 있지만 왠지 난 지금 이순간이 우리의 마지막일 것 같아,5
사실 난 지금 기다린 만큼 더 기다릴수 있지만 왠지 난 지금 이순간이 우리의 마지막일 것 같아,5
내가 너무나 짙은 밤이기 때문인 걸,5
잘 살아지지 않아 My only moon,5
"""Kick our blanket make it balloon""",1
"""Hiding inside I\'ll blow all of my love to your lips""",1
"""Love this quiet moment""",0
"""Who would you save If your best mate and me are drowning""",0
"""I\'ll save my friend""",0
"""Cause you\'re like a monk seal""",1
"""And you asked I love you how much can you love me?""",1
"""And then I\'ll say I love ya I love ya I love ya I love ya""",1
"""Hide your little spot with my ring finger""",1
"""Let\'s put a name On each of your every single hair""",1
"""Love this quiet moment""",0
"""Who would you save If your best mate and me are drowning""",0
"""I\'ll save my friend""",0
"""Cause you\'re like a monk seal""",1
"""You\'re like me And I\'m like you""",1
"""What you\'re thinking right now It\'s always the same as me""",1
"""That\'s why I\'m so in love""",1
"""I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya I love ya""",1
익숙한 고요함은 어김없이 날 반겨,1
따뜻한 겨울 나른한 봄 뜨거웠던 여름 지나,0
내 사계절에 꿈은 다 너였는데,1
방 안은 가을 속에 머물러,0
난 아직도 잊지 못하고,0
남겨진 너의 향기들 그 속에 살아 있잖아,0
넌 모르겠지만 너무 보고 싶어,0
넌 어떻게 지내 어떻게 지내,0
나 없이 하루가 참 기네,4
이별이 Woo Woo Don’t wanna fall in love,5
내 현실은 너 없는 잔인한 가을인데,5
난 아직도 잊지 못하고,0
남겨진 너의 향기들 그 속에 살아,0
넌 알지도 모르겠지만 너무 보고 싶어,0
넌 어떻게 지내 어떻게 지내,0
나 없이 하루가 참 기네,4
Woo Woo I wanna fall in love,1
이 노래가 닿길 바래 너의 마음에,1
짧은 편지를 정든 찻잔도 색이 바랜 벽지도 흔적이 힘들어서 바꾸지 말아요,0
내 마음에도 같은 것들을 남긴 것처럼,1
떠날 때 문턱에 나비가 앉았길래 넘지 못하고 바라보았어요,2
떠날 때 발등에 개미가 올랐길래 걸음 멈추고 나누었어요,3
작별 인사를 정든 찻잔도 물기 배인 마루도 의미를 알기 전에 바꾸지 말아요,0
내 마음에도 같은 것들을 남긴 것처럼,1
"""To find someone Who cares is getting harder to find""",4
"""We should be dancing in the sun""",1
"""It\'s hard when everything is numb""",5
"""I\'d like to try and feel okay""",0
"""So if I call what would you say""",0
"""Hello hello hello oh oh""",1
"""I like the way my bedsheets Look on your body""",1
"""Tripping off molly With your hand on my throat""",2
"""I get sick of affection And then I get distant""",3
"""If I dial your number Don\'t pick up the phone""",3
"""Even if you\'re alone It feels like nobody\'s home""",4
어린 시절 부르던 노래를 기억해 내리는 비 맞으며 불렀었지,0
생각해 보면 너무나도 아름다웠던 시절 어떻게 지금까지 잊었는지,0
누군가를 만나 이별을 알게 되고 정신없이 세월은 흘러갔지,5
돌이켜 보면 너무나도 서러웠던 시절들 어떻게 지금까지 잊었는지,0
지는 노을 보며 울먹이던 맘,1
그토록 사랑했었던 그대와의 이별도,5
내리는 비 맞으며 노래할 뿐,1
언젠가 남김없이 찾아야만 할 우리의 꿈,0
세상이 지워버린 나의 꿈,5
하지만 가녀린 내 맘속에 흐르는 그 눈물은 영원하리,5
아름다웠던 세상이 지워버린 거짓 없는 나의 꿈,5
새벽 4시 잠들지 않아,3
돌아갈 수 없는 시간들을 생각하곤 해,0
습관처럼 마음이 아려와,5
집으로 가는 길은 자꾸만 멀어지는데,4
저만치 멀어지는 찾을 수 없는 잡을 수 없는,4
Take it easy 나만 왜 이렇게 힘든 건가요,3
오늘밤이 왜 오늘의 나를 괴롭히죠,5
아쉬움은 나를 찾아 다가오네,0
창문 밖은 벌써 따뜻한데,1
Take it easy 나만 왜 이렇게 힘든 건가요,3
오늘밤이 왜 오늘의 나를 괴롭히죠,5
한번만 다시 또 일어설 수 있나요,0
음음음 오늘도 슬픔에 잠겨 밤을 지우고 있나요,5
Take it easy 나만 왜 이렇게 힘든 건가요,3
오늘밤이 왜 오늘의 나를 괴롭히죠,5
Take it easy 왜 오늘의 나를 괴롭히죠,5
흐릿한 기억 속에서 따뜻한 온기가 느껴져,0
흐릿한 추억 속으로 돌아갈 순 없을까,0
그리움에 꼭꼭 숨어 버린 채 난 그대로 멈춰 서 버렸네,0
애써 웃음을 지어도 너의 모습을 떠올려,0
애써 나의 맘 다 잡아도 차갑게 식어버린 널 끌어안고 울었네,5
꿈처럼 아득했었던 계절의 냄새가 느껴져,0
차갑던 그 밤 속으로 돌아갈 순 없을까,0
그리움에 꼭꼭 숨어 버린 채 난 그대로 멈춰 서 버렸네,0
애써 웃음을 지어도 너의 모습을 떠올려,0
애써 나의 맘 다잡아도 차갑게 식어버린 널 끌어안고 울었네,5
"""There's nothing left this broken night""",5
내겐 건조했던 것들도 아름다워 보여,1
넌 누가 되었어도 아낌없이 사랑하고,1
비가 내리면 너의 눈꺼풀이 내려가네,0
난 너의 작은 것도 기억 못 하는 건 없어,0
가느다란 팔을 너의 베개로 줄 수 있어,1
그대는 노래 말고 사랑이나 되어주지,1
왜 나를 떠나서 아픈 문장이 돼버렸나,5
그대는 노래 말고 사랑이나 되어주지,1
왜 나를 떠나서 아픈 문장이 돼버렸나,5
그대는 노래 말고 사랑이나 되어주지,1
왜 나를 떠나서 아픈 문장이 돼버렸나,5
그대는 노래 말고 사랑이나 되어주지,1
왜 나를 떠나서 아픈 문장이 돼버렸나,5
먼 곳에서 너의 빈자리를 말없이 헤매었었고,0
기다리고 계속 기다리던 나를 그제야 보았지,1
나를 그제야 보았지,1
하지만 우린 너무 달라서 사랑한 만큼 떠나보냈어,5
이대로 나는 혼자 남았고 아마 그게 나을지 몰라,4
하지만 우린 너무 달라서 사랑한 만큼 떠나보냈어,5
이대로 나는 혼자 남았고 아마 그게 나을지 몰라,4
멀어진 만큼 그리워져서,0
사랑한 만큼 떠나가겠지,5
그래도 너는 미움 속에서 사라지진 않을 테니까,0
멀리 떠나간 사랑은 잊어야 하겠지만 지워야 하겠지만,5
벌써 보고 싶은 건 왜 내 맘대로 안되는지 참 알 수가 없는걸요,0
다시 찾아올 사랑은 너마저도 지우겠지,5
그래야 하겠지만 벌써 보고 싶은 건 왜 내 맘대로 안되는지 참 알 수가 없는걸요,0
나는 너의 우울을,5
목이 늘어난 티셔츠를,5
너의 길 잃은 시선하며,4
외로움을,4
너의 사랑을,1
나는 너의 우울을,5
목이 늘어난 티셔츠를,5
너의 길 잃은 시선하며,4
외로움을,4
너의 사랑을,1
민 너는 나의 미는 남자,1
이맘때 난 항상 전화를 해,0
민 니가 연락이 안되면 나는 무작정 너의 집을 찾아가,0
민 너의 어두운 창문에 늘 하던대로 노크를 해,0
민 너의 발소리가 들려 그럼 내 마음도 부풀어 오르지,1
너 없이는 내 하루가 길고 너 없이는 나는 재미없고,0
빈손으로도 널 볼 순 있지만 그런적은 없었지,0
민 너의 방안엔 오늘도 온갖 쓰레기가 모여있어,3
민 어쩌면 그중에 내가 제일 크고 오래된 것 같아,0
민 우리 약속이 먼저야 알잖아,0
나는 내일 또 올꺼야,0
min,1
min,1
min,1
my man min my man,1
이토록 아프고 아름다운 건 왜 이렇게 쉽게 찾아질까요,5
뒤돌아 울고 있는 나를 품고 달래줄래요,5
그대도 한없이 가라앉아봤겠죠,5
뒤돌아 울고 있는 나를 품고 달래줄래요,5
그대도 한없이 가라앉아봤겠죠,5
또다시 밀려오는 거대한 파도처럼 끝을 모르게,5
기나긴 슬픔도 영원하지 않을 걸 알기에,5
공허한 내 마음속에 자리 잡은 오래된 꿈과 아픔도 노래가 되고 시가 되어 세상 저편을 날아가길,5
또다시 밀려오는 거대한 파도처럼 끝을 모르게,5
기나긴 슬픔도 영원하지 않을 걸 알기에,5
끝없이 이어진 고민 속에 잠에 들기 어려워,5
잡았던 손끝의 온기도 모두 식어 버렸지,5
돌아보면 아름답던 말도 점점 아프기만 해,5
나 언젠간 그 사람에게도 잊혀질까요,0
나를 보며 따뜻하게 안아준 그대는 지워질까요,1
깊은 내 맘속 길 비추는 작은 불빛이 보여,1
어두워진 마음을 밝혀주는 그대 돌아와 줘요,0
나 언젠간 그 사람의 품이 잊혀질까요,0
젖은 눈물 감춰주던 너의 두 손을 그리워할까요,0
길 잃은 나의 발끝에 한 줄기 빛이 되어,1
얼어붙은 날 더 가까이 뜨겁게 안아줘요,1
"""You're an endless shine""",1
너도 알잖아 네가 얼마나 죽어가고 있는지,5
"""I'll take everything All that made you fall into the pain""",3
"""You're an endless shine""",1
"""You're an endless shine my endless shine""",1
"""You're an endless shine""",1
"""You're an endless shine my endless shine""",1
너무 짙고 포근해,1
깨기 싫은 그런 조금만 일찍 잠들어 버릴걸,0
매일 보던 창문에 당신이 쌓여 가요,0
달만큼 오래된 범선만큼 마지막 연초만큼 그리고 나만큼,1
그래도 가끔 내 방으로 와요,0
밤새워 나눈 이야기들이 사라져도 왠지 괜찮을 것 같아,0
달만큼 오래된 범선만큼 마지막 연초만큼 그리고 나만큼,1
사랑해,1
달만큼 오래된 범선만큼 마지막 연초만큼 그리고 나만큼,1
파리한 새벽안개처럼 당신이 내게 밀려오네,0
밝아오는 아침에 어두운 저 편 하늘로 사라지게 될까,4
나는 두려워,3
음 꽃을 주세요 노란 꽃을 주세요,1
모자란 단어를 모아서 당신께 드릴 편지를 써요,0
돌아오지 않을 시절의 끝에 접어두고,0
음 꽃을 주세요 노란 꽃을 주세요,1
